,area,sample.sampledMaterialType.label,sample.samplingPoint.label,year,Chloride [mg/l],Nitrite as N [mg/l],Nitrate as N [mg/l],"Oxygen, Dissolved, % Saturation [%]",pH [phunits],Temperature of Water [cel]
5203,Midlands,CANAL WATER,"G/S CANAL, LLANTHONY BRIDGE",2008,39.666666666666664,0.03518333333333334,3.4183333333333334,90.01538461538462,8.19,12.21923076923077
5415,Midlands,CANAL WATER,"WALSALL CANAL  LEABROOK RD, WEDNESBURY",2004,72.56666666666666,0.030272727272727274,0.6310909090909091,80.16666666666667,7.808333333333334,11.5
5210,Midlands,CANAL WATER,"G/S CANAL, SPLATT BRIDGE",2004,38.333333333333336,0.04783333333333334,6.149166666666667,94.0625,8.08125,14.26875
5234,Midlands,CANAL WATER,GRAND UNION CANAL RADFORD SEMELE,2008,46.78333333333333,0.021099999999999997,2.8766666666666665,93.33333333333333,8.299999999999999,10.583333333333334
5283,Midlands,CANAL WATER,OXFORD CANAL NAPTON FLDS LANE BR NAPTON,2004,52.88461538461539,0.030692307692307692,6.229923076923077,92.92857142857143,8.0,13.342857142857142
5141,Midlands,CANAL WATER,COVENTRY CANAL  FRADLEY AIRFIELD,2006,67.13333333333334,0.014015714285714286,1.546,83.16666666666667,7.841666666666668,13.183333333333332
19482,North West,CANAL WATER,LLANGOLLEN CANAL AT      PORTERS MILL WR,2004,31.866666666666664,0.05533333333333334,5.266666666666667,89.0,7.733333333333333,4.366666666666666
19501,North West,CANAL WATER,SHROPSHIRE UNION CANAL AT BEESTON,2003,55.300000000000004,0.037333333333333336,4.8475,95.16666666666667,7.668333333333333,11.741666666666667
5253,Midlands,CANAL WATER,NUT BROOK CANAL CONF WITH EREWASH CANAL,2002,228.16666666666666,0.016416666666666666,1.6936666666666664,97.58333333333333,8.0,12.208333333333334
5132,Midlands,CANAL WATER,"BRASSHOUSE BRIDGE, HIGH LEVEL",2004,101.61666666666667,0.06441666666666666,1.4480833333333332,74.25,7.7749999999999995,12.016666666666666
5308,Midlands,CANAL WATER,"PARK LANE EAST, LOW LEVEL",2004,96.75833333333333,0.014857142857142859,0.7204285714285714,98.0909090909091,8.1,12.409090909090908
5352,Midlands,CANAL WATER,STRATFORD CANAL BIRMINGHAM RD STRATFORD,2006,67.44166666666666,0.02308571428571429,1.1083,85.91666666666667,8.049999999999999,14.075000000000001
5261,Midlands,CANAL WATER,OXFORD CANAL FENNY COMPTON,2000,37.025,0.0513,7.5600000000000005,81.42857142857143,7.861538461538462,13.169230769230769
5177,Midlands,CANAL WATER,DAW END BRANCH RUSHALL CANAL ALDRIDGE RD,2003,44.94615384615384,0.0155,1.654,78.61538461538461,7.553846153846154,11.107692307692307
19512,North West,CANAL WATER,SHROPSHIRE UNION CANAL AT EGG BRIDGE,2006,67.80833333333334,0.0222,6.098333333333334,87.33333333333333,7.691666666666666,14.283333333333333
5326,Midlands,CANAL WATER,STAFFS/WORCESTER CANAL JUNCTION BIRM CAN,2005,125.55833333333334,0.05225,15.683333333333332,75.83333333333333,7.679166666666667,13.608333333333334
19486,North West,CANAL WATER,MACCLESFIELD CANAL@HIGH LANE (A6 BRIDGE),2003,23.541666666666668,0.017666666666666667,0.52425,82.33333333333333,7.483333333333333,11.633333333333333
19498,North West,CANAL WATER,SHROPSHIRE UNION CANAL AT BEESTON,2000,46.541666666666664,0.06241666666666667,5.3116666666666665,97.33333333333333,7.96,12.466666666666667
5239,Midlands,CANAL WATER,GRAND UNION CANAL SOUTH KILWORTH,2003,29.66923076923077,0.025615384615384616,3.0255384615384617,85.38461538461539,7.8307692307692305,12.484615384615385
5266,Midlands,CANAL WATER,OXFORD CANAL FENNY COMPTON,2005,49.60833333333333,0.015,3.6334166666666667,82.66666666666667,7.825,13.0
5434,Midlands,CANAL WATER,WORCESTER & BIRMINGHAM CANAL AT DIGLIS,2007,38.86666666666667,0.033008333333333334,2.1016666666666666,86.83333333333333,7.828333333333333,11.924999999999999
5405,Midlands,CANAL WATER,TRENT & MERSEY CANAL AT SHARDLOW,2003,90.4923076923077,0.03969230769230769,7.553846153846154,92.14285714285714,7.992857142857142,14.414285714285715
5296,Midlands,CANAL WATER,OXFORD CANAL WILLOUGHBY,2008,30.600000000000005,0.018525,2.763333333333333,84.66666666666667,7.983333333333333,11.408333333333333
5094,Midlands,CANAL WATER,ASHBY CANAL  BURTON HASTINGS,2006,64.9,0.010925,6.785,89.5,7.5,5.4
5197,Midlands,CANAL WATER,"G/S CANAL, LLANTHONY BRIDGE",2002,47.75,0.04257142857142857,5.37,91.6,8.153333333333332,13.733333333333333
5387,Midlands,CANAL WATER,TRENT & MERSEY CANAL - HEM HEATH,2001,37.55833333333333,0.009916666666666667,1.1838181818181819,97.75,7.989166666666667,11.183333333333332
5379,Midlands,CANAL WATER,TRENT & MERSEY CANAL - HARECASTLE TUNNEL,2008,51.5,0.014263636363636365,1.405,81.58333333333333,7.71,10.191666666666666
5313,Midlands,CANAL WATER,SHROPSHIRE UNION CANAL DOBSONS BRIDGE,2003,14.054545454545455,0.014,0.43718181818181817,89.63636363636364,7.581818181818182,12.618181818181819
5376,Midlands,CANAL WATER,TRENT & MERSEY CANAL - HARECASTLE TUNNEL,2005,49.5,0.014166666666666668,1.4069166666666666,77.08333333333333,7.1499999999999995,12.433333333333332
5117,Midlands,CANAL WATER,BHAM/FAZELEY CANAL  FAZELEY,2002,50.75384615384615,0.018923076923076924,2.1684444444444444,78.0,7.615384615384615,12.946153846153846
5169,Midlands,CANAL WATER,DAW END BRANCH RUSHALL C CLAYHANGER BRDG,2004,52.65833333333333,0.012125,1.0702222222222222,79.25,7.816666666666666,10.858333333333333
5268,Midlands,CANAL WATER,OXFORD CANAL FENNY COMPTON,2007,28.43846153846154,0.022481,3.4223076923076925,78.6923076923077,7.923076923076923,12.13076923076923
5307,Midlands,CANAL WATER,"PARK LANE EAST, LOW LEVEL",2003,90.72500000000001,0.00825,0.463375,104.0,7.7749999999999995,11.924999999999999
6,Anglian,CANAL WATER,GRAND UNION CANAL BROCKHALL ROAD BRIDGE,2004,53.425000000000004,0.02538333333333333,5.064166666666666,70.24166666666666,7.746666666666666,11.634166666666667
5383,Midlands,CANAL WATER,TRENT & MERSEY CANAL - HARECASTLE TUNNEL,2018,60.77272727272727,0.015918181818181817,1.0793636363636363,76.02727272727272,7.459090909090909,11.600000000000001
5369,Midlands,CANAL WATER,TRENT & MERSEY CANAL - ASTON,2005,45.425000000000004,0.03333333333333333,1.845,83.75,7.808333333333334,12.208333333333334
5216,Midlands,CANAL WATER,"GLOS-SHARPNESS CANAL, PATCH BRIDGE",2004,39.791666666666664,0.051916666666666667,6.234166666666667,92.8125,8.06875,14.09375
5208,Midlands,CANAL WATER,"G/S CANAL, LLANTHONY BRIDGE",2013,56.128571428571426,0.030192307692307692,4.28,86.83076923076922,8.108461538461539,9.484615384615385
5235,Midlands,CANAL WATER,GRAND UNION CANAL RADFORD SEMELE,2009,55.03333333333333,0.020766666666666666,2.8799999999999994,80.0,8.0,9.033333333333333
5242,Midlands,CANAL WATER,GRAND UNION CANAL SOUTH KILWORTH,2006,42.516666666666666,0.027023000000000002,4.154727272727272,83.46153846153847,7.907692307692307,11.992307692307692
10,Anglian,CANAL WATER,GRAND UNION CANAL COOKS WHARF,2003,41.1,0.03854166666666667,3.6626666666666665,125.625,8.599166666666667,12.950000000000001
5305,Midlands,CANAL WATER,OXFORD CNL ALDERMANS GREEN -SOWE COMMON,2008,48.666666666666664,0.013433333333333334,1.8910833333333334,78.66666666666667,8.066666666666666,11.083333333333334
5161,Midlands,CANAL WATER,COVENTRY CANAL OLD CHURCH ROAD BRIDGE,2005,67.58333333333333,0.008636363636363636,3.691333333333333,88.91666666666667,8.016666666666667,12.641666666666666
5139,Midlands,CANAL WATER,COVENTRY CANAL  FRADLEY AIRFIELD,2004,51.416666666666664,0.014583333333333332,2.0641666666666665,69.33333333333333,7.741666666666667,11.766666666666666
5096,Midlands,CANAL WATER,BALLS HILL BRANCH CNL PHOENIX ST W.BROM,2003,98.175,0.029363636363636366,0.5381818181818182,77.0,7.45,11.833333333333334
5372,Midlands,CANAL WATER,TRENT & MERSEY CANAL - ASTON,2008,39.871428571428574,0.010615384615384617,1.8091666666666668,85.0,7.82923076923077,11.176923076923078
5225,Midlands,CANAL WATER,GRAND UN CNL KAYNES ARM DS RUGBY CEMENT,2007,40.98,0.011584,1.1986,76.0,7.859999999999999,10.459999999999999
19515,North West,CANAL WATER,SHROPSHIRE UNION CANAL LLAN BR HADLEY HL,2001,12.947777777777778,0.01311111111111111,1.5801666666666667,88.77777777777777,7.688888888888889,11.61111111111111
5320,Midlands,CANAL WATER,STAFFS/WORCESTER CANAL AT COMPTON BRIDGE,2005,112.54166666666667,0.05198333333333333,13.397499999999999,86.0,7.6816666666666675,13.291666666666666
5256,Midlands,CANAL WATER,NUT BROOK CANAL CONF WITH EREWASH CANAL,2005,164.26153846153846,0.023923076923076922,2.310769230769231,87.15384615384616,8.0,12.330769230769231
5324,Midlands,CANAL WATER,STAFFS/WORCESTER CANAL JUNCTION BIRM CAN,2003,109.84166666666665,0.19608333333333336,13.041666666666666,69.91666666666667,7.5,13.083333333333334
5425,Midlands,CANAL WATER,WALSALL CANAL  MOORS MILL LANE TOLL END,2007,52.975,0.03385454545454546,1.1250909090909091,84.5,7.733333333333333,10.958333333333334
5269,Midlands,CANAL WATER,OXFORD CANAL FENNY COMPTON,2008,30.25714285714286,0.024684615384615385,3.0845,79.07692307692308,8.069230769230769,11.146153846153847
5252,Midlands,CANAL WATER,NUT BROOK CANAL CONF WITH EREWASH CANAL,2001,162.97,0.028699999999999996,1.6263333333333334,94.72727272727273,8.16,10.745454545454546
5147,Midlands,CANAL WATER,COVENTRY CANAL FOLESHILL ROAD BRIDGE,2005,55.01666666666667,0.010857142857142857,1.335375,73.91666666666667,7.833333333333333,11.766666666666666
5304,Midlands,CANAL WATER,OXFORD CNL ALDERMANS GREEN -SOWE COMMON,2007,40.93846153846154,0.0139275,2.1317692307692306,77.76923076923077,7.976923076923077,11.407692307692308
5221,Midlands,CANAL WATER,GRAND UN CNL KAYNES ARM DS RUGBY CEMENT,2003,47.48333333333333,0.020583333333333332,1.9715,78.5,7.8,11.391666666666666
5311,Midlands,CANAL WATER,"PARK LANE EAST, LOW LEVEL",2007,76.69166666666666,0.008833333333333334,0.44449999999999995,95.16666666666667,8.316666666666666,11.958333333333334
5205,Midlands,CANAL WATER,"G/S CANAL, LLANTHONY BRIDGE",2010,52.98333333333333,0.02828333333333333,4.377142857142857,93.22500000000001,8.139999999999999,10.85
2,Anglian,CANAL WATER,GRAND UNION CANAL BOWLERS BR.SIMPSON,2005,50.08181818181818,0.019450000000000002,1.9075,85.68181818181819,8.07909090909091,12.700909090909091
5150,Midlands,CANAL WATER,COVENTRY CANAL FOLESHILL ROAD BRIDGE,2008,49.98333333333333,0.010772727272727272,1.1971818181818181,76.83333333333333,7.9750000000000005,10.958333333333334
5420,Midlands,CANAL WATER,WALSALL CANAL  MOORS MILL LANE TOLL END,2000,74.375,0.051333333333333335,3.0066666666666664,104.91666666666667,7.883333333333333,12.490909090909092
5127,Midlands,CANAL WATER,BHAM/FAZELEY CANAL  MINWORTH LOCK,2005,63.06666666666666,0.010666666666666666,4.225833333333333,106.58333333333333,8.191666666666666,12.366666666666667
19522,North West,CANAL WATER,SHROPSHIRE UNION CANAL WHITCHURCH ROAD,2002,84.89999999999999,0.03741666666666667,9.97,99.08333333333333,8.008333333333333,12.508333333333333
5181,Midlands,CANAL WATER,DAW END BRANCH RUSHALL CANAL ALDRIDGE RD,2007,29.775000000000002,0.0157375,3.617363636363636,81.83333333333333,7.483333333333333,11.958333333333334
5391,Midlands,CANAL WATER,TRENT & MERSEY CANAL - HEM HEATH,2005,41.34166666666667,0.012125,1.3493333333333333,80.25,7.75,11.975
5154,Midlands,CANAL WATER,COVENTRY CANAL FOXFORD,2005,65.10833333333333,0.020416666666666666,2.4375,82.91666666666667,7.908333333333334,11.508333333333333
5201,Midlands,CANAL WATER,"G/S CANAL, LLANTHONY BRIDGE",2006,52.96666666666667,0.03896666666666667,5.53,100.07142857142857,8.08,12.313333333333333
5400,Midlands,CANAL WATER,TRENT & MERSEY CANAL - TRUBSHAW CROSS,2007,32.69166666666667,0.010913999999999998,1.1841818181818182,88.75,7.716666666666666,11.508333333333333
5381,Midlands,CANAL WATER,TRENT & MERSEY CANAL - HARECASTLE TUNNEL,2016,50.15454545454545,0.018536363636363636,1.0587272727272727,74.2909090909091,7.6463636363636365,11.518181818181818
5297,Midlands,CANAL WATER,OXFORD CNL ALDERMANS GREEN -SOWE COMMON,2000,52.88333333333333,0.020666666666666667,2.325875,76.71428571428571,7.933333333333334,13.214285714285714
5155,Midlands,CANAL WATER,COVENTRY CANAL FOXFORD,2006,72.11666666666666,0.027047500000000002,3.1210833333333334,79.16666666666667,8.008333333333333,11.691666666666668
5335,Midlands,CANAL WATER,STAFFS/WORCESTER CANAL STOURPORT BASIN,2005,100.53333333333335,0.018425,6.7725,86.91666666666667,7.838333333333334,13.200000000000001
5126,Midlands,CANAL WATER,BHAM/FAZELEY CANAL  MINWORTH LOCK,2004,58.94615384615385,0.016333333333333335,4.733076923076923,88.76923076923077,7.815384615384615,10.938461538461537
23,Anglian,CANAL WATER,GRAND UNION CANAL GRAFTON RD.BR.,2006,52.65833333333333,0.02975,7.510000000000001,86.64166666666667,8.011666666666667,12.418333333333335
5095,Midlands,CANAL WATER,BALLS HILL BRANCH CNL PHOENIX ST W.BROM,2000,82.28333333333333,0.03366666666666667,0.6316666666666667,81.66666666666667,7.783333333333334,9.781818181818181
5202,Midlands,CANAL WATER,"G/S CANAL, LLANTHONY BRIDGE",2007,46.43333333333334,0.042775,5.5616666666666665,96.5,8.191666666666666,13.333333333333334
26125,South,ESTUARINE WATER,NEWTOWN TOWN COPSE,2005,17675.0,0.00625,0.34475,98.25,8.0,14.0375
26378,South,ESTUARINE WATER,SWALE KINGSFERRY BRIDGE H/W,2005,16525.0,0.0155,1.2512500000000002,102.4375,7.9825,13.088750000000001
25987,South,ESTUARINE WATER,GAS HOUSE POINT LOW WATER-*CLOSED*,2005,7630.0,0.04175,3.1525,93.45,7.79,8.69
26278,South,ESTUARINE WATER,SAND END BUOY HIGH WATER,2000,15881.818181818182,0.014727272727272728,1.1423636363636365,94.0909090909091,7.9799999999999995,11.918181818181818
25922,South,ESTUARINE WATER,DARTFORD CREEK D/S PAPERMILL,2008,4825.0,0.01985,7.225,79.60000000000001,7.640000000000001,11.856666666666667
25942,South,ESTUARINE WATER,FAVERSHAM CREEK CONF SWALE,2001,13186.666666666666,0.02016666666666667,1.1001666666666667,86.1,7.961666666666666,10.683333333333332
26415,South,ESTUARINE WATER,SWALE NO2 BUOY HIGH WATER-*CLOSED*,2004,15200.0,0.012,1.45,94.9,8.01,6.75
26487,South,ESTUARINE WATER,WHITEWALL CREEK,2005,14000.0,0.022,1.8599999999999999,93.56700000000001,7.9239999999999995,14.386
26423,South,ESTUARINE WATER,SWALE NO4 BUOY HIGH WATER,2002,13987.5,0.012000000000000002,0.8415833333333333,98.45833333333333,7.825,12.975166666666667
26424,South,ESTUARINE WATER,SWALE NO4 BUOY HIGH WATER,2003,16641.666666666668,0.015083333333333332,1.0102499999999999,91.60000000000001,7.931818181818182,13.061818181818182
26425,South,ESTUARINE WATER,SWALE NO4 BUOY HIGH WATER,2004,16241.666666666666,0.0185,0.7471666666666666,95.73333333333333,8.057272727272727,13.251666666666667
25948,South,ESTUARINE WATER,FAVERSHAM CREEK U/S CONF OARE,2001,14163.333333333334,0.021916666666666668,1.2288333333333334,89.31666666666666,7.9575000000000005,13.008333333333333
26042,South,ESTUARINE WATER,M2 ROAD BRIDGE,2002,5780.692307692308,0.034846153846153846,3.0146153846153845,81.075,7.488461538461538,12.278461538461539
26267,South,ESTUARINE WATER,RYE HARBOUR SURVEY - SITE 7,2003,12621.666666666666,0.013666666666666667,0.8223333333333334,82.59833333333334,7.913833333333333,7.1866666666666665
26265,South,ESTUARINE WATER,RYE HARBOUR SURVEY - SITE 6,2005,16462.5,0.008,0.866,101.85,7.955,13.120000000000001
25884,South,ESTUARINE WATER,COCKHAM REACH LOW WATER-*CLOSED*,2005,12125.0,0.02675,2.245,96.45,7.845,8.495000000000001
25991,South,ESTUARINE WATER,GILLINGHAM STRAND LOW WATER-*CLOSED*,2003,13510.0,0.030833333333333334,1.4321666666666666,89.46666666666665,7.755,13.924166666666666
25950,South,ESTUARINE WATER,FAVERSHAM CREEK U/S CONF OARE,2003,16330.0,0.0137,0.8666,85.43444444444444,7.897,11.391
25886,South,ESTUARINE WATER,D/S ALLINGTON SLU L/W-*CLOSED*,2001,36.949999999999996,0.03216666666666667,4.8675,92.50833333333333,7.8,13.6875
25962,South,ESTUARINE WATER,FERRY PONTOON HAYLING-*CLOSED*,2003,18633.333333333332,0.0036363636363636364,0.17754545454545456,94.78333333333335,8.0075,12.825833333333334
25944,South,ESTUARINE WATER,FAVERSHAM CREEK CONF SWALE,2003,16500.0,0.013900000000000001,0.7062999999999999,92.51,7.972999999999999,11.515
26444,South,ESTUARINE WATER,SWALE NO8 BUOY HIGH WATER-*CLOSED*,2002,14366.666666666666,0.013666666666666667,0.9935,95.39166666666667,7.845833333333334,13.171666666666667
26131,South,ESTUARINE WATER,NORTH KENT BUOY L/W-*CLOSED*,2005,16250.0,0.0072499999999999995,1.03675,103.41666666666667,7.833333333333333,7.977499999999999
26138,South,ESTUARINE WATER,OARE CREEK U/S CONF FAVERSHAM,2000,14875.0,0.022333333333333334,1.352,96.96666666666665,7.945833333333334,12.291666666666666
26197,South,ESTUARINE WATER,POLLARD SPIT HIGH WATER,2002,15363.333333333334,0.009333333333333334,0.60975,102.26666666666667,7.885833333333333,12.652500000000002
26395,South,ESTUARINE WATER,SWALE LONG REACH POINT L/WATER-*CLOSED*,2000,15658.333333333334,0.02,1.2499166666666668,90.175,7.966666666666668,13.316666666666665
26338,South,ESTUARINE WATER,SWALE ELMLEY CEMENT WORKS H/W-*CLOSED*,2002,15070.833333333334,0.010750000000000001,0.9005000000000001,97.22500000000001,7.8525,13.082500000000001
26393,South,ESTUARINE WATER,SWALE LONG REACH POINT H/WATER,2004,16583.333333333332,0.011636363636363637,0.7183333333333333,99.575,8.23,13.421666666666667
26108,South,ESTUARINE WATER,MURSTON BRICKWORKS-*CLOSED*,2002,15166.0,0.018333333333333333,1.73125,73.9,7.865833333333334,13.148333333333333
26178,South,ESTUARINE WATER,POINT 4 BIRDHAM BUOY-*CLOSED*,2001,15717.5,0.014375,0.846125,101.0,8.025,13.0
26196,South,ESTUARINE WATER,POLLARD SPIT HIGH WATER,2001,14319.916666666666,0.01609090909090909,0.8976666666666667,111.2,8.1425,11.283333333333333
26369,South,ESTUARINE WATER,SWALE KINGSFERRY BRGE-*CLOSED*,2001,14525.0,0.025166666666666667,1.1505833333333333,100.05833333333334,7.980833333333333,14.795
26158,South,ESTUARINE WATER,POINT 12 BEACON MARKING PILES,2005,18150.0,0.0045000000000000005,0.14400000000000002,102.10000000000001,8.055,15.11
26270,South,ESTUARINE WATER,RYE HARBOUR SURVEY - SITE 8,2002,6455.672727272727,0.018727272727272728,1.3177272727272729,89.9090909090909,7.779999999999999,13.04
26174,South,ESTUARINE WATER,POINT 19 W. BRANCH OF CHANNEL,2003,18300.0,0.0028333333333333335,0.1275,97.075,8.03375,13.92875
25969,South,ESTUARINE WATER,FOWLEY ISLAND HIGH WATER,2004,16433.333333333332,0.011250000000000001,0.6003636363636363,96.60833333333333,7.929090909090909,12.99
26005,South,ESTUARINE WATER,HAMBLE ESTUARY FERRY SLIPWAY,2004,16425.0,0.0070999999999999995,0.3429166666666667,90.15833333333335,7.891666666666667,12.566666666666668
26315,South,ESTUARINE WATER,SWALE BOWATERS SAIL CLUB H/W,2001,14129.0,0.023000000000000003,1.3714166666666667,106.40833333333335,8.026666666666666,11.3675
26401,South,ESTUARINE WATER,SWALE NO1 BUOY HIGH WATER,2001,13041.666666666666,0.021583333333333333,1.3274166666666667,107.91666666666667,8.0875,11.460833333333333
26132,South,ESTUARINE WATER,OAKHAM NESS LOW WATER-*CLOSED*,2000,14145.454545454546,0.024090909090909093,1.5203636363636364,90.75,7.909090909090909,13.30909090909091
26244,South,ESTUARINE WATER,RYE HARBOUR SURVEY - SITE 1,2003,18900.0,0.00975,0.5279999999999999,98.76666666666667,7.935,9.585
26118,South,ESTUARINE WATER,NEWTOWN CREEK*CLOSED*,2000,16758.333333333332,0.007666666666666666,0.3678333333333333,102.25,8.058333333333334,13.483333333333334
25921,South,ESTUARINE WATER,DARNET NESS (LOW WATER)-*CLOSED*,2005,14025.0,0.018250000000000002,1.7475,101.175,7.955,8.4825
26071,South,ESTUARINE WATER,MEDINA NEWPORT DOCKS,2001,2000.841666666667,0.033,5.484166666666667,94.93333333333334,8.026666666666666,11.458333333333334
26404,South,ESTUARINE WATER,SWALE NO1 BUOY HIGH WATER,2004,16483.333333333332,0.012454545454545456,0.6648333333333333,98.16666666666667,8.075454545454546,13.198333333333332
25975,South,ESTUARINE WATER,FOWLEY ISLAND LOW WATER-*CLOSED*,2004,16000.0,0.006,1.296,108.2,7.9799999999999995,6.545
25858,South,ESTUARINE WATER,BEMBRIDGE HARBOUR,2003,17476.923076923078,0.0067,0.3423846153846154,104.1923076923077,7.958461538461538,13.07076923076923
25879,South,ESTUARINE WATER,COCKHAM REACH LOW WATER-*CLOSED*,2000,9772.727272727272,0.03554545454545455,2.6154545454545453,83.74,7.790909090909091,13.163636363636364
26283,South,ESTUARINE WATER,SAND END BUOY HIGH WATER,2005,16975.0,0.00875,0.87175,105.875,8.02125,12.575
26298,South,ESTUARINE WATER,SANDWICH TOLL BRIDGE,2004,263.5833333333333,0.036583333333333336,7.596666666666667,86.72500000000001,7.848333333333334,11.446666666666665
26027,South,ESTUARINE WATER,LANGSTONE CHANNEL THE DEEPS,2003,18325.0,0.0036,0.239,91.675,8.045454545454545,13.0475
26383,South,ESTUARINE WATER,SWALE LILLIES HIGH WATER-*CLOSED*,2004,15600.0,0.006,1.31,95.9,7.99,6.97
26312,South,ESTUARINE WATER,SUN PIER CHATHAM LOW WATER-*CLOSED*,2004,9370.833333333334,0.030333333333333334,2.395,78.94166666666666,7.7275,15.092500000000001
26217,South,ESTUARINE WATER,R ITCHEN COBDEN BRIDGE,2005,3296.0,0.06,4.452,86.81428571428572,7.841428571428572,11.282857142857141
26368,South,ESTUARINE WATER,SWALE KINGSFERRY BRGE-*CLOSED*,2000,15516.666666666666,0.021750000000000002,1.2363333333333333,91.24166666666667,7.954166666666667,13.275
26346,South,ESTUARINE WATER,SWALE ELMLEY FERRY HIGH WATER,2000,15109.09090909091,0.019454545454545454,1.4049090909090909,93.10909090909091,7.945454545454546,12.136363636363637
26209,South,ESTUARINE WATER,R HAMBLE BURSLEDON BRIDGE,2003,14108.333333333334,0.013727272727272727,1.0347272727272727,83.66666666666667,7.870833333333334,11.885
26154,South,ESTUARINE WATER,POINT 12 BEACON MARKING PILES,2001,17943.75,0.006875,0.296,102.425,8.12875,12.9825
31,Anglian,ESTUARINE WATER,BOSTON HAVEN SITE 11,2017,10706.666666666666,0.04056666666666667,2.083666666666667,79.55,7.97,17.433333333333334
25957,South,ESTUARINE WATER,FAVERSHAM CREEK U/S FAVERSHAM,2004,9435.0,0.05325,2.7215000000000003,80.20833333333333,7.706666666666667,11.3175
25938,South,ESTUARINE WATER,ELPHINSTONE (LOW WATER)-*CLOSED*,2003,16033.333333333334,0.018166666666666668,0.8374166666666666,91.69166666666666,7.8691666666666675,14.270000000000001
26389,South,ESTUARINE WATER,SWALE LONG REACH POINT H/WATER,2000,15363.636363636364,0.016545454545454544,1.3749090909090909,92.78181818181818,7.963636363636365,12.163636363636364
25905,South,ESTUARINE WATER,D/S REEDS PAPER MILL-PYLONS,2001,236.07500000000002,0.065,5.84,96.60833333333333,7.7975,13.2675
26457,South,ESTUARINE WATER,SWINGING GROUND-*CLOSED*,2005,11160.0,0.016999999999999998,2.2920000000000003,96.72,7.991999999999999,9.362
26183,South,ESTUARINE WATER,POINT 5 & K ITCHENOR HRD JETTY,2000,16503.846153846152,0.016346153846153847,0.6523076923076924,94.86923076923077,8.015384615384615,12.9948
25891,South,ESTUARINE WATER,D/S ALLINGTON SLUICES,2000,43.0,0.036222222222222225,5.2555555555555555,92.91,7.811111111111111,12.23
26489,South,ESTUARINE WATER,WHITEWALL CREEK LOW WATER-*CLOSED*,2001,6928.25,0.047499999999999994,3.561666666666667,83.48333333333333,7.677499999999999,13.851666666666667
25963,South,ESTUARINE WATER,FERRY PONTOON HAYLING-*CLOSED*,2004,18441.666666666668,0.005166666666666667,0.14,98.57692307692308,7.983846153846153,12.715384615384616
26352,South,ESTUARINE WATER,SWALE ELMLEY FERRY LOW WATER-*CLOSED*,2000,15500.0,0.023000000000000003,1.248,95.89166666666667,7.9750000000000005,13.341666666666667
25861,South,ESTUARINE WATER,BLAW KNOX CAR PARK,2000,8323.6,0.0435,3.1100000000000003,82.9,7.775,11.870000000000001
26045,South,ESTUARINE WATER,M2 ROAD BRIDGE,2005,9300.0,0.043,3.2424999999999997,83.898,7.75,14.434000000000001
26387,South,ESTUARINE WATER,SWALE LILLIES LOW WATER-*CLOSED*,2003,16725.0,0.01575,0.867,100.60000000000001,7.898333333333333,14.972499999999998
26257,South,ESTUARINE WATER,RYE HARBOUR SURVEY - SITE 4,2005,18675.0,0.004,0.158,103.525,7.995,13.5
26263,South,ESTUARINE WATER,RYE HARBOUR SURVEY - SITE 6,2003,13901.666666666666,0.0105,0.8318333333333333,91.43333333333334,7.885000000000001,9.068333333333333
25936,South,ESTUARINE WATER,ELPHINSTONE (LOW WATER)-*CLOSED*,2001,13453.333333333334,0.027833333333333335,1.5074166666666666,95.78333333333335,7.944166666666667,13.635833333333332
26184,South,ESTUARINE WATER,POINT 5 & K ITCHENOR HRD JETTY,2001,15770.666666666666,0.012176470588235296,0.6463333333333333,91.88333333333333,7.995555555555555,11.819444444444445
26272,South,ESTUARINE WATER,RYE HARBOUR SURVEY - SITE 8,2004,15792.5,0.014499999999999999,0.40449999999999997,84.025,7.97,11.39
26426,South,ESTUARINE WATER,SWALE NO4 BUOY HIGH WATER,2005,16450.0,0.01125,1.0747499999999999,100.4625,7.97875,12.89125
26163,South,ESTUARINE WATER,POINT 14 CAMBER BUOY-*CLOSED*,2004,18625.0,0.006666666666666667,0.14833333333333334,100.375,8.10875,13.911249999999999
26023,South,ESTUARINE WATER,HOOK SAMPLING POINT-*CLOSED*,2005,17975.0,0.00625,0.34125,99.425,8.059999999999999,7.494999999999999
26006,South,ESTUARINE WATER,HAMBLE ESTUARY FERRY SLIPWAY,2005,16520.0,0.00575,0.44875,90.11111111111111,7.963333333333334,13.517777777777777
26078,South,ESTUARINE WATER,MEDWAY AYLESFORD BR L/WATER-*CLOSED*,2002,38.300000000000004,0.030454545454545456,4.450909090909091,86.89999999999999,7.734999999999999,11.546666666666667
25931,South,ESTUARINE WATER,DOWNSTREAM MINSTER STW (EMZ),2002,50.833333333333336,0.044083333333333335,5.716666666666666,79.7421052631579,7.743,14.456999999999999
26479,South,ESTUARINE WATER,U/S SNODLAND PAPER MILL L/W-*CLOSED*,2003,93.4,0.067,5.586363636363637,87.125,7.8625,14.439166666666667
26162,South,ESTUARINE WATER,POINT 14 CAMBER BUOY-*CLOSED*,2003,18350.0,0.004857142857142858,0.305125,101.5,8.04125,13.935
26486,South,ESTUARINE WATER,WHITEWALL CREEK,2004,13650.0,0.019583333333333335,1.3350833333333334,87.45,7.8808333333333325,15.315
